Transaction number, Date, Time, Client ID, Message, Digital signature, Verified, Transactional status
-57661399, 2017-11-13, 02:26:56, 207686, -576613991, 122473988483086628640490307435082843499014999503574180284016000704198197873114436843783952416756100465460870472776381525554470252893718340358476275831278454764546207702648040811338935247748064939564372689270265644961376569971709231664652373736542131968253124042256503933558763086967557546479099430625130877504048091134537760413069669131476877932825307728970218385757400131843644622020547773614395829439650172800511342607908629803324431571877836659494630650287791730058386750581050474333084402198308536410446942111108030627071300306402718300456543539520431377607003863077584800482016917230783199190993451219349943737446185671404598149255795269231477682873463739282172181833949349901279256159396992254415881401484830392870252470393179629628924161983937105017320273794148624400452735384608287724596268090004294604133648762858511413479188443797074702562237616560200667182306514197912108755769737365466333630509049749127330718276710443424985151749635322359767267239988988691120363801162543237239339416633700863971944791233879183369725599035752763435155507151872168937931563183708633006834412562703610740545384733369974120584010166345368458477508003758885842641016031952168786838066602527841368468749580136070838679861431468076293231176992655237485225064876098839588218361847920586106766294619046234848083308362361230845865366788979536334891127694888769734454803332862897515650499421017671310827936842078501770634429895212684615260956953584954534186531163957853677773713830721729028310074657241931178233702341302800377363643520153845368270699811392093880533440138677843146271789603921274970062223729649016377349569452610982334630727622086553253854238602827639144228722366525158629043041483117246818425513005062251828516590879612245862755449546378354006051505768246919366880993197384066248632537959070996199458157374095504514404797596476620800513974109179328838881096231943366623834856397671802009550898764296077962542799568711848991562020186191868311547041028071775352144421394351100516903130242121592187210757633062387006517621568513760884173386049844601830047621614160388483075887455542723638111533267818753951494347272490220644012075720423873052551693274657093368213349234766626448427207519436741731059544838390071885461116900865160043831915980298145720600635251102310669999972941147742246491684684641257834631382551918992649623749352810326205255585724199286978486744055611582818977235759208232529149963356944681346232509917754025112631252836474624313651815652442210831896760692516176401548797171667561737543815259990329132269199642097610924429924942324154886137563833825838945150415004206765570083241793709694471665915568915884088873830911327974546973433584026309172772386619915279472036481802710384703016738741092916187023408209845793946105222431842196859906039196092249971291162711615583411381476372479763309981820769382209576307887239261177049524411117374049968497917911456415846050406955743042600875861765241916553058223105160079689228238886860825492877938665537128928865404586447998936849989665254021504319899702329062256737630148105072512051958886184862766939226088747305557333654143536700277962048394602510734836278096278322215379612900871895871349513223742062369906248556169030883084521474240789770125076029168234807074678386380558186313727660599623253997298962100904897547716092077333137343109144972076152655453197435777610502118520122333361654018649705767921984016851717745343825243804327427959452885694709591679995932489836272187034884699959666385638114225097553197196091932634664709500049675338173950592354743588600229087272257211857002932815865827367947853119718890618600538429011729028814770461809412847949999657631866053479113310972428643459914508949533397679485500264755457783436575528839683545551584838532279541197581254805058130769452290497642874151002027433910313694022853709168272415564470066772566415699630460575587489917284488608800826707208435507401362888106566956373431954875527852253953191437893225554227627083302023661747656396172294604674334299291059184838502055209110653478284274134254301850427275507881496388206959538662746167459862384459477743449758290701420835027069418177446923705348273128228540971068525947718407819759516254824889611850283210426989638855678706365619096350170199776652111615642855526560513082442882777485870287444370938597973774854225405892785933305179725223127179099731556843032487334238858022643166275875774385084257794605417135155216322037421058917421148411885639075136121153917106760448257968694329094187121847770498931759258914625578498935489379066540032095741818977867130825410610785322341117292577436166825437488429615849815242237475336311021153284180922423868506733403269755535475117531903609440351119027637996378218651973784487605576567207043783999571269137147896884893638117029242747938232963718028698938790928724790088350142117588521968889954653715220691926249207444629680773940831856359251556812000902440874264833527786980320299043298705097617403259317927622809760938774787159413591274343613221539263471959678670963800261747641290228353573632834195655503571359780464684128347169085350837235379002416823481973716799043650765486120194000130729336477816580200735102418065124989689180042395884780544192206106715526472771806180898726091397411685097675099591846838048475782504815844393086937470880579317117569118416333194534686834391308453410896128539829468197017546255836608463152787148283681527706330467205833226804600104955145772908277622943347470663453000368344519114372900680040509749384695828623903445214654166582981219744668971861297216969915666471586750497906272924154592069796693673628614606402558028149894597276870058484498975961250430469929623086950399180391762580158456628880381768599136073738998783690560478853587182690215226394449647418761120606783077425191086261811212435093092730164484634721998100218945223100040391537162827003023761810457768170676840112519110687770595975527006085498253662760536786314540554476743854169740225648042478311353815162217683388182868931773762335787069372600667464832488905483831601130121011711934202163995577710236937746016775739003538261119905459902420651631631773293274305842020667541721223890873330260172835523063826034655596530296399699886991589132066471306719738489114528183590317240085801053191972467833892764771729811468054856436107604785853711374987179120261669997407280704207886114372083847479801987164346916128885897183975027772512681398925097013777896793482552239775154625354361616911891506337523579863157879210090222122995046041138912538064526523408294916420065115130465578799962411248894977040316380186505789833686019653817875474902802998858003243495025355767380630073697640423439173475562942920345185349917284371830019341075456531813579853180091687112697045618728255887015028942818966504416547257471728598995686258517863866879858156237490352696338459899397948530616178566236939651986025025510038433944934796628285919091685886832909342333206923057512163664054301644163443284995188171551179955628946082288354914571617818217222584585649350207563061078824615188758633655270737595635011911629460753929662825369828185806704000853135564191295845991833578942250275522643935411356712111180264674411534661545771801447373751731220757667739793717285974635743852407894062421072238974802963777903406934407055989576632963328992498210811674205018719403670311758258387477865127001132112109134987262331069217599923996611606196028839118724514531502640094468940556408256919480959107168020450057571738813651770040299666183012964075522780319054331876168092564706284578863649834785512244435465940518037418484439835965734770358499732571153643211085890219284321974493450895925583740469138086635206238132869882567196787896261578136053937546680363276166815181935948449571554951375694143921610444687694935158047602131383284919632461338504353339097645382414635558275847358995240280781324820426654320477982883018150105870947750165470159619708134745726022226175188140008145878898628409886257289274692545452001698294501313461046190447783663827191841575042111169609142038570401957967604409951332950227120265732852416102441438044027533404350048865444090577865827090899807432984105303342919203988129995101215414604899887164124501317278462880789293227403781308901616461525362674368224623957129458211698163859968942653970612994404269017526641772787466512129221522648811962540195797248299220324041829750781603029561085768553327827675445479562118541205862947146097297265422734986526022478924058199375818471235898147141779802979331798232232702123306070141666797401871907418896969215583595086135403737787554498435499475933756151779708855670475895532206790321707162015755644183540062763011272628473436901508562673559594757452145694272091514679597414492377949588757369724631616882622585659023711028479042318537591573660544984146541486913097430565883758357613078185254626352955614249022371351583486039362989734821431059913368713431068558015688994771079801307584082304658481081261264289860187941398032633810430664753660749194184957613874627267225929405401875033594007374387510636898337025903702250638637478183958408108862183740003628729404857554862017904457626909170050281334352087955, no, deposit accepted
2443, 2017-11-13, 02:26:56, 772690, 24439, 105060939275799296361801544970119611814412835526955554248, yes, withdrawal rejected
2697, 2017-11-13, 02:26:56, 443433, 26975, 113278189592079174656920753894660705198731444800, yes, withdrawal rejected
2658, 2017-11-13, 02:26:56, 482060, 26582, 57216841940019369801468724834036360013309996165035, yes, deposit rejected
103, 2017-11-13, 02:26:56, 885259, 1035, 3996246301428500986661508588117735753139272250495467781606685593, yes, withdrawal accepted
2652, 2017-11-13, 02:26:56, 47308, 26520, 5173594080488694109098718229541676770109034853688021789091711062580013, yes, deposit rejected
1678, 2017-11-13, 02:26:56, 671640, 16784, 149030588938628499583907001165814243165584402345297927482600883, yes, deposit rejected
-62802102, 2017-11-13, 02:26:56, 999303, -628021026, 61967658853512833291045322421619314171874218104152669473949162252796808075365284348861637232767151797679133275871294371631899422606565310949589455165226542709059774868203861615809311969468102316722561230401576352888095956927256177500050753972518920436154296234486723323483088644905315967742654653277375402530208706389717604796244507788065411951530445913268615848792692056983353028469236167210972625385708597373902960348623906019783974425670483953067264869570453743576889805250255536707024699966683956483822438051551729011156821417643914777582010391663118677973091356621568583244081582944718905878239683900287055760665495726028664976943907692382475080896045037765972585046042982434973511500101372053101456920513316604117524000703507203044643929239839772432507399225126178942707504411180696879451007051039904239635020658591874630147436825682306975023002545819207584068433436867685685019433459759941101653430522248956542178079111884152815872799129839839745437226085580034776714198250797335439646859916915453187998600175483600810997173193060957776764537326260871848810143969644514686623783281816317637184654506428429138365647639081808166422648889838938430232531477529017343594069841695418225761564415437400283325511029047866958301461549347970177774831336471740435968919119811931824120900709553359146391659270705896495919371074271431524358643875698165578455651132111363220003412480031958677789476214191378269856205395554017614829055040700901680946917478557431891248739265151326675559169683473968108361232253394864074901771290647719166117235280919416498418007687769025245507561415831273284775674046787301940767129359702233603092192782454223785514594453999109468836615427904083963897484307050869351818774384038570509779407805293796771998657506737869091814858523616256772538540111117723534398903571578296095782827266288768747047798288254523804653752135575758005425068305559275462750566853447300640827243264462188262005275015910113177198057480141181828062897787140352185652601100427533065001122684848610366229261101547825177299553108865988522336741892679893789393729648428069738849274876532305036809577120442059397772390943467097723628885407195133401613617849063696319652071057161469095029655097857964618816512461854357698031996935152011148681188374648813861115324463023087604776323300083482623727989918911636749057866867150134074239004150038491061726822535834329750945644378938367564701315606969713379828263114406120893977106387894051816708941846314691175021450189826196380201270437110470589878797986572736851638571384895109544351206848553269260314941336203842610160644136795621699403212499289369573274764596484341689376917802709190371885934090881492200533935601702233539240909957956155051798066304595286237418006842887459227763440513124479287582252926410623645622984878500582299731621158430893253059058597930096659835853035860111690340426122580377839917382220057400189596863154550031105112386621863137141608908255473709360779498043954121066170320840603645139396132077889409523368014751683605690400430964235415153707144442716108903716033916067133234531149671281522920699679128099931953868141635360550536318317227429193787708700496420435694647287739140113205943175663991318446755639413712864101928865857457371165619283932378738394632447197674151971942863053694793094048782651629973520463861894253180620540539627722363927177150160637518400325013655361337810139654868786743411049169838017392162437102328119600670463312620762170902000834722169997554136739217395811965276444542742960747155764167624507668625104351388990360905792944272848835057182998454090698954366929213897833364774399133373474070801068590042522442550311503375168344892923938930015751314867372526559578723721675274639157932712690012594165634769071350124565991353224689198968978555535947823760959361377367205169536758419136356147439782735152922608461114798839340061051897405295295034299018743735961416634012665054988435237523875321941570516861819685713789572452495348174734259777924051629835951566486541544971831267948210383850605812364250439530970168761528682086735097364066206378357126709758399324577899925256659017193051250136636531469343657547985978939515935006162298131349737746012204599680147741959183760791666431736899725515289440998774219323453214184110809644010359425323195020092153616196821729089134925096226117832387091034361461413446565252830680906979510729641395789134960149837521964047022022211594920932767770071320266014896301656442736933106984368467421602134194517947090613235534589590402930608363122901294723439793009027849954549970903409754545113385804078862238639093821111390980861295949642144679591838127313480158151149060857709897388402828101976218644479016529722410465271031780153960267500037766072810418158125660484181574069740028050256635736355280219107004550980882728176830951573037128659416973715868790435583551515788678368622615817885630531987963962031949373398687672496787659930594548614912577825125128163274803047554228790030306557426105767050971830562399807241740052386101830066669216860387036098555004921814715360914243544782106638265130285510440412241388243652932864375061044992122692342852692116035868926703276541193125610834720463552639524832148951377891969195950413534634604753514401235683491818622887832290943112912464538618078749241600880804575951474097350091105026542178714153041896018939169873729672440775414734592432441099397479147200549923792875717425244000454645668989342813068596820104259620640166184488810063606631906073992368756292408876551257814677836083897554987071380834800944614682809649977401960671299300059023325426471786810154444933054001589233205920165696776315581857601983746951555285538622646984129523854367225135633455429585278126771938445919854874485120484484789769891507679542132998628293604564353644184945872163776889883747019365032015617142582500288273000318035354867690624380210716685943112702150395599606187510187740313912743436030715834687294193748452673452381421228177833518954783255981027745414598567786011058246382356816268112247482795100152411995421569135036937803741344041636607571826787003130603026680559936143508066157973986292885310132874027277960786168831515050866523165633146328306896747076788634318990901238093846240407452906362600033506170486765793682715240252196586330440453635666555847942132657017357935595192680529948706917001865952097156882171397647789961428149944482025312466139180954514292448188144545159257282301595303559210336946633678256802018265287472195824921832476595323290275675731288410904972504730202772168776449423792346189553117730433569306630031048481391560193080807700521402309103450369236601724376941702779849939665164435855915472091644173873752230646648651341777815834504287487729619349876553930522551708193104769024287919658673620597023289334070557605147413251012948328464491364760935965742675960628556944685982684881064829813105143934989615873957330746793696966036143639352545015042448797279698305832416124684688236461586186798622798928519581729129986279827136662235853094773851175289981610084459421531588293432937583313060158519196945778091112054440999195733231031854222212569759143136863201640763095552228741282098393354304043770445860625096023380698793465531258731323974147181625005240329755126303704853507770455544541963214461109197809653248732581074764304316622190155793546096330076854984686298561260201279411325588473246831819824433895499548548501606718967266136025505263751134502334672902381914577257960087504355201841166080243311238252619561436797004596485346951147889039083167342036878912131565161491243059551638293095154091283573806936606383979001307560977746244107320591136170996819119333575986607653625308146042917277453412278524762901991876466903132803970076678204114637226023064676404674420150768389768143737365462404526108611923360391782301782945820451583319527776516918778227886928404247809479281772155861580531886488072043498432736947419802626600200917534084607722819014564099951638910512120808128734833223823364589988227799624214596259290044931444405467040324522212334983881391386535637936049299737903367127047266239225556288852562288265404654067049000736842671778689222070247074295120614369325858085754231817408854071846684740223768183294213322569379356798429510039135381459832949753397296664619094870873629687987543841736348262876046679177154869904248466324935292403226851725495577350140833636258778444091274837447047535177351321245129064978927452242294844446793828545387768534289822114737104180935253791596769643603718937890029724809028958704693625762657825933052374865688906672573138909286104427105347119773153689506994406283116177456050482378527177895280047554473312710192277997191810719416210649516995926592723304008733356232985477778378752728233310552984201353798798357026739298277240384441590797076832221451045832869501691760732287506661322259881818333219299034110491447384690777566877871987222307809189257553933862971135031747551145650509744562862021444485138436863615907744100851074866288535833328650269376656708074458391150510997495927291158193609612627778776216572114336104706263230213852935324561376944660800671197759082429803182009278346359550756369243197080190768046, no, deposit accepted
2159, 2017-11-13, 02:26:56, 129002, 21593, 2475737056519301360208662637851417057339573398589853, yes, deposit rejected
2590, 2017-11-13, 02:26:56, 477348, 25903, 3352900133390756001347331306568910058202348381299760781735327849591, yes, deposit rejected
178, 2017-11-13, 02:26:56, 575999, 1783, 2715377248192228344305033213509464592983036280028526321462300748076, yes, deposit accepted
646, 2017-11-13, 02:26:56, 814511, 6468, 20680740192626711656248091715753394802209133810254445757002890657, yes, withdrawal accepted
1234, 2017-11-13, 02:26:56, 397808, 12343, 6676515842064408174791714235284738198638061151708133747478455, yes, deposit rejected
122, 2017-11-13, 02:26:56, 245322, 1222, 27668918754540444259345364953750461083683256082552449, yes, deposit accepted
2206, 2017-11-13, 02:26:56, 957673, 22065, 8027313928628083967496499316256693904313915609199463388022731192, yes, withdrawal rejected
2229, 2017-11-13, 02:26:56, 665411, 22295, 147573765643181907498398078734681516767147632068751324966912, yes, withdrawal rejected
1241, 2017-11-13, 02:26:56, 19766, 12419, 462352722852636582576963969003396313548697675704555, yes, withdrawal accepted
2238, 2017-11-13, 02:26:56, 931204, 22389, 37486967745427122692739454131379393102836399308388322921933, yes, withdrawal rejected
1010, 2017-11-13, 02:26:56, 110379, 10108, 194842798520729296177420005297186682688667742, yes, withdrawal rejected
2790, 2017-11-13, 02:26:56, 382827, 27908, 8259554435217918812572857300336803578167777274579893, yes, withdrawal rejected
589, 2017-11-13, 02:26:56, 853702, 5891, 63517052974573115872340002624084411219856330398009575110836, yes, deposit accepted
805, 2017-11-13, 02:26:56, 722333, 8054, 8556053024719191731719417389098680943854921960187578385705, yes, deposit rejected
965, 2017-11-13, 02:26:56, 450697, 9652, 1442773305925012516904774330822325164544431399807955537045936786860364, yes, deposit accepted
2375, 2017-11-13, 02:26:56, 334342, 23757, 97776044302488095092150633182466898467821622335350757248744033776887697253, yes, withdrawal rejected
878, 2017-11-13, 02:26:56, 363256, 8786, 11558811897492989184172558764403049480755652315411728665887846229938913136, yes, withdrawal accepted
-136520642, 2017-11-13, 02:26:56, 602408, -1365206422, 112186375815292417214434065723115030255545164170933886617672624041114136724640533735217750870457144982409661875578190591384287163491066073283019153168821407244617391282809451507961597889154965437891973028735989838163173912426849055894478921616854254994651938563687728719506733889247867106531188051615400056973636938898100449764001529930102510559411788146779132274993112088061796560358841321034752829454646169760200534643853850623688772019382698976561907476312234084945099341667601226106970051202291293419955165347663432821153829181176040009428461867102991454154554180765492622879855018819730773462545173825062244718841513327495888807051327724637919563124860112208713479291207323342019946895573183049452400357717168943257523667395598518547356375293137508266315855404933492973699421940697136590786987956476681872214288882810116514207603964667968468802272918360343499278028769820428472904894514809009754828360841284419484432751353758947409477342679899107568003064876069832237049974455843539606163783873916347502328080481433208256928262400235274561079428575167564909847762565247570418940444884363725476697579315513331472490348783176094971686169351974206002893821400200932798097009136169377839384103578000602932750590952000416396657764887560661050453948079584269341491210373598127579516116471566665907058216493919903114403606154971516964055385137713990153452825780194711886766143322375570463131357619940043318466983112409251796572105898646708855639519492203839691360409953894637866631271571675276722535092394907165705560069794557174228356922784744153290866864269636810083179448217215669542915017838751097862447642104271233516860440663711585814186598795702617993629170108440870764146870257359468212165867340396802866484010766894821850037147366989236405551477314445828320479991775712042815888062396439560031542455489009649447448730546651682907622975141289503666559930122672385917718188472208134746798403845216321473755826955481845396245718027518979667670269995287563190309400676075296120604916612144898651963920245402136323979388100329138961319258440031669210900252703787499213338609497565013313085824230266731283342723429203017685927344279872029646966129596675751932050693299085777243482709159934771113691405407158216442439826579712107618205988708000519005779811183219777170712119154106318512510314092417695036583628506897098889947711034819101132342139212212767948018279413018019370936205701107062973385969819224809962039236021554945722766882743225642545195676979806571599458184382267878853275017952944495334151067808637414135519423236367716424512059040779772745119807747383656307883430290962691225709062018943352402618643541401742605258673798704943722664609182727836785783670995416949902005420633048780319403107316750425368752127380088762246558682399753970919630138474097626795092956824027327702911796352327382631531534567061433072170915791230980842869396782998116504926000785485920555830698197180783260297750637980523238690849779751754873498840718527610543398595424138062887582265827228125632664175797468391041991898828715071070188824672486386372788248177729325705140650456999612774805964635341285060208819071215952098151779841992596550005437009549694666228098782127027670913526852962813207024456395158236494971887054880996443658008906895311928586661684715359255729413824955597842040696542913819611786764257629710724251368064420597410029574516015010832604077201353471308556745021988940798180515633828135840992088909904132323506776729171112610897677485736362145827344462583897659245770234831736502631412931575364180664719782846377010174933007714917795715142868436231602712147300171759228904023398295727111821799758793378134955482124460232873447713125967110060129918213910080131650592801689822309177523534258538483128685422481019878798468778804083724291076238630058968093108348199350976466361537554555214117430078112351229950962977623855361718971304865496645883525663580807131836038884960751057641050918289702240723703283375971566073374564401210272628404603181135983051153252493288325075220184519427744452236336587298828148159034413968795423492602174101330228114367655780824216672711383287508693045912613300362791521948236840011987829410427694897684541216671849812549736707473370289942699717312773761912129065939447578118968924270005420705172987692111869363593692760725696363896526484386718429609373682580651084525339823912439604299418777254130588073560471140495953928076640335981769668081947194721568855918087562637347963750252571912458942813438616145503345782957383169421757433148441780691240742901912761049775768327139700500409410478604398688425004065032690628072095790270819937687793221791813997507013610068615364380608510599170071569967503470954324342526224700471278097528223538239426492673951235423597667312720443495489917837566704673799102066724992957558367329238116237305828453844682693260394048667615693680613293878589199260935870244753381274308459761064763585628388978441479941618518602985477809721354508798691088408444554513257231549855248115076120705673908193101893050678274643818427317424056116286518668191688798033448336751431328222208686966718515093235427851689557702891382261424738445403134388813035738294846071904063336510215707316740116734655176945462227119368744799506544488127658456615283535150063729309412649712115610944048915266027124077286663537625779922285429764275081146327547212465386311384331252040936121626199663007207951801317679126995400144255567291726577316228217968338064815056875033795794508022848145349999201004598871502066479594191525991724952531391721947361408844626369667983379599850611166873567838871087554986919799983345463891709489561979288144120130162725690973105530463878865078115523002880507972680127546787949569425959844310049855457642084826380641275792179232830380694275721385112373778374734668299333169965093491713498811322783410749970947727389921394186586459189922308599066690458619406996058463010761019015441661953781930407987619084488889215458682906229966641297786374283872941525495835558734900240567068107191867412764076942000855931878026402665584632860522462597785720581479677482697411693196289698921459733717292784582735102982252149884181571893260439093080982711420060192945140230721431011672620702319964176484146572258162623654716470559112931545683021133535844270974277837238390526247546759911394283908516520759349189420823433896830715489190053690108825152779032874048267984520667225038888084459826397974120077365937924412343371454275722509188139959562963949814091817392968508347296957659204864559126699399573619427915907339362650136491597764850118100713627120697168855072738773174356259191708528242045564097112330185309757526660952503519129309628358822665745676574138446525433998288456434755055291797359497145740862937407874596387712697236965918999206483730744232648141219035215282529091456132357295972246304134192014651140019302358461570489690454917592297192761531507206963953224988015854125295453967257857006081146415400509689032655444563740179933501506543659561403812224981145847368460328012247950548861058864132024779767153474841645813443613601282567798047257184736052726126849751139056888976911514787716737763654865530985613193288221761540203923024757857973467715062574406621969816904622185698995422175606671159574207340617743841668753186739391662341948851000214560597819121196091726834821066199677968304866495916301733932103020897647115913993578328590751261620546968936766814245283078481446581188919777370518666289870063899021160031071489796371229152295724642846166349457735099973219775108168484524586060557693423338266710706214262536746329850855821648324833983983780735097214702226069522526231846086659776411311280853775763329354644755500532435557075855377484098012549914169865799739161158975724969700248330638673738312912611200418625713500054228748164210130210439461461923753414547378296789248895381536009693801387255327550990798837052571859754173569820887757101111052301526486458148483604662081995561519319752195410850096574366368645673775727949023904756916363260028899853662350895014304723405475936443058916812122100120906129457678225139945888817388102187187000472880591344977248662716801269692904666212598416361665205169346362898153156643276824227265740117900532342973508863853156207286268526561990227062375780559984019107359397530746585091415385576289203631764144432141158386652387641214501112436046456211351551356459154657152082993368813663591890215006522730221033974844322555479205798232987466761050310315100811401564158180145913857013102439405556783151359676103718279461693909776097523074977003395618002775652785461575552735037823740475810908716338180606494735415431166678127569094833375488443260316758469952395024803078704216990027941145996973527913825101242694855630023303065038814453087188477635952503857986771511480493301590300344545454965606356712363268142803696580602130718345318016136359128625645510598405256798054867104114514688395231520295487728493329562213167541024317995000583599318939472005589352159458103308046191737331745397158248678423843820932118369564364281716236141301884045674774509730491100256216494490272578481790016851390257729981374205137621133061776354584531060370, no, deposit accepted
2182, 2017-11-13, 02:26:56, 1159, 21822, 10265856875442617422199989292874536988132096, yes, deposit rejected
2198, 2017-11-13, 02:26:56, 722494, 21987, 1153514981964045296920199714503651708553689627724133077615, yes, withdrawal rejected
1657, 2017-11-13, 02:26:56, 577376, 16575, 5591383450781277040786504266389098546925671414868, yes, withdrawal rejected
111, 2017-11-13, 02:26:56, 448531, 1114, 51221326723291680021485674161729912399013020128657944633406919726, yes, deposit accepted
142, 2017-11-13, 02:26:56, 733338, 1429, 108929247985669150210396611179541919602839929317986573638, yes, withdrawal accepted
625, 2017-11-13, 02:26:56, 157308, 6253, 4543564300462678285936416930141236634596359806137437817867, yes, deposit accepted
565, 2017-11-13, 02:26:56, 805649, 5651, 52289526585669437024588183792175257738169, yes, deposit accepted
2698, 2017-11-13, 02:26:56, 668118, 26980, 104247415514984245753477006229335788542472729731616266376, yes, deposit rejected
1842, 2017-11-13, 02:26:56, 702758, 18420, 5333147622328350659610472321390187724407417759996094054, yes, deposit rejected
2829, 2017-11-13, 02:26:56, 960609, 28296, 251434628414772577630663534933672023620660732908257144981, yes, withdrawal rejected
1637, 2017-11-13, 02:26:56, 158145, 16370, 769385054809907208192321888428576748407615628167764731310248, yes, deposit rejected
544, 2017-11-13, 02:26:56, 372853, 5443, 4844754228283281431375260092442639149115649890940162465759252028224421142, yes, deposit accepted
2601, 2017-11-13, 02:26:56, 755117, 26010, 6986143297476939769254135207178283045661, yes, deposit rejected
523, 2017-11-13, 02:26:56, 767605, 5239, 81692239249848504129761367522779858783659477425166566703326645, yes, withdrawal rejected
2169, 2017-11-13, 02:26:56, 313912, 21690, 1837382635143589507222035895040334055450868899073287172873575, yes, deposit rejected
1433, 2017-11-13, 02:26:56, 283030, 14336, 15155727647718908531804137238601955375181542316657682891, yes, withdrawal rejected
111, 2017-11-13, 02:26:56, 571580, 1117, 137626830994908641480415723509607804286456976864, yes, withdrawal accepted
1589, 2017-11-13, 02:26:56, 221891, 15893, 6068240657902301920660562434256784564078807936134847505076, yes, deposit rejected
2697, 2017-11-13, 02:26:56, 832793, 26979, 721570081030342993647719741442356325175203263195755, yes, withdrawal rejected
318, 2017-11-13, 02:26:56, 111408, 3181, 19754340073206583200337193052741949708950386282095548, yes, deposit accepted
292, 2017-11-13, 02:26:56, 317912, 2925, 605722816006372863691501411479612808087482862581511336832622905227590690, yes, withdrawal accepted
1121, 2017-11-13, 02:26:56, 759913, 11219, 162276249610118480861566998992549393877877982770126762092, yes, withdrawal rejected
2344, 2017-11-13, 02:26:56, 626079, 23447, 390698802745428862653555974521744458304898059631836867544735957, yes, withdrawal rejected
736, 2017-11-13, 02:26:56, 822267, 7369, 32908765660517496691589664101261631915084296013524179867700383, yes, withdrawal accepted
2102, 2017-11-13, 02:26:56, 993261, 21022, 7285822978404494871318106335540476353282186194776096898, yes, deposit rejected
913, 2017-11-13, 02:26:56, 1859, 9139, 44890223479558166218502361270009135915442110125924596039562280, yes, withdrawal rejected
840, 2017-11-13, 02:26:56, 812358, 8401, 2485389266236171047212712467139931916195629654717419690065201, yes, deposit rejected
2502, 2017-11-13, 02:26:56, 463752, 25023, 11234638567224473892251696786579280224067780, yes, deposit rejected
